,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
11Y_week13,13.1751,170399.2656,28536.3047,22847.5371,42881.5313,406247.5,87931.0938,0.0212,291077.4375,111714.6875,57837.1602,40834.3398,188925.7344,48620.8203,83295.8281,32539.7324,137254.8125,385193.9063,42627.0313,70854.2109,99682.1953,364244.6563,35583.6563,30824.6172,397988.5313,14500.1787,326145.25,151046.25,13687.4854,347940.5625,131266.6094,170600.9844,6318.9409,21185.7754,29725.6523,18421.0996,356356.1563,5089.3936,118330.2422,373627.9375,53295.9453,44623.7148,68426.5469,32652.5586,71610.6172,108609.3906,226261.6719,214806.0469,27865.6191,105000,24050,31152.8164,73934.4297,61957.4336,328986.875,48690.2188,12616.7441,13509.4043,131442.2656,61423.9688,47514.1328,34563.9141,112879.1328,137408,9993.6865,40290.8789,22578.1406,53062.5977,31950.0254,2777.02,793181,11300,38887.6406,10600.2637,114375.0234,99464.0469,12719.6963,29250,12696.751,116723.875,11568.9639,652406.375,194414,66078.6016,40325.6055,67991.5781,349252.5938,463115.9688,122971.4375,89373.7656,106453.0938,26681.7129,4065.6953,116014.0703,65944.7969,218751.5781,95359.4063,14600,11496.585,9530,82752.3281,34810.2578,119945.1875,10039.5283,1239900.125,12622.7021,30073.7754,23869.8828,12215.6885,569.1526,59868.8906,63596.4336,6988.5566,10595.0586,13167.3701,10339.3584,9150,43229.5469,37772.6875,153371.2813,7751.9653,19260.9707,666.3281,52091.6758,124071.75,35409.25,42701.2227,10721.7109,55637.0859,12558.8057,21837.5488,4488.1602,37111.9375,241601.4063,3555.6899,31400.3691,18542.8008,5103.1421,81925.8984,43201.6328,111726.7109,53625.8125,24919.6035,51200,37863.1602,23604.8281,17386.5117,2148.5049,2601.0029,8275.3145,69500,4072.3848,23807.6934,34258.4961,22864.2148,4552.7676,26962.1953,70464.9453,12832.8574,2848.1111,798750,3124.4292,84811.6016,151716.2344,24908.9902,61295.8633,37930.3984,73337.2578,25128.418,30240.998,1846.9763,50339.2539,45399.6641,11Y_week13,2011-03-28
11Y_week14,13.5922,172107.5313,29367.4609,23888.0293,47389.2773,397587.1563,89672.2969,0.022,290612.4375,114490.2031,59295.9648,43857.5352,205880.2344,49988.0117,81873.3203,33240.0195,143222.4063,394018.5,44623.9688,72721.125,98278.0156,396842.4375,40655.3633,32766.3281,450553.0938,16252.9502,337184,158528.4063,15138.5957,358591.8125,128053.7891,152265.3594,6718.2944,20978.8828,29805.1426,20042.0996,372931,5424.1094,111346.8125,348037,52068.9844,44310.0117,76554.5703,34354.2188,74201.1875,111844.5703,238341.3594,228649.1094,29284.4238,105000,25400,32654.1602,70106.1016,68351.9141,334461.6563,48387.3203,12752.4072,14378.8691,144442.0625,65485.8281,47600.6758,39443.1289,116329.5859,132946.6875,10184.9551,39621.5898,25065.0313,59214.7813,33363.4102,2901.1807,851865.0625,11800,39612.25,10955.083,122878.7656,103345.5625,12876.7275,29950,13188.5273,113268.3906,12008.293,672176.1875,194701,66719.25,39266.832,71980.6641,381327.0625,477105.875,123437.2422,96785.25,112496.2813,26495.3926,4277.1704,119516.6016,69282.625,221876.5938,102900.2031,15650,12101.6074,10150,89437.0625,35934.9453,131209.9063,10489.54,1286408.75,13284.2324,30876.3691,26580.207,12405.8174,609.4019,60611.9375,67063.6719,7668.7759,10753.6494,13191.3984,10424.6641,9620,41260.4922,40717.2109,162201.75,7778.249,20134.666,628.3683,58117.1797,124466.9063,38872.2617,42187.2734,12022.6719,60140.7344,12608.25,22783.2695,4812.7754,37413.9961,257052.6719,3871.4099,31321.9434,19280.8223,5079.8086,80640.7891,43646.1016,115670.0078,58331.3906,26050.2578,52400,39464.2266,23641.1055,17758.416,2449.9656,2777.342,8608.1748,71500,4186.438,23988.5293,34939.9883,21987.3125,4717.8945,26962.1953,76060.1875,13221.7324,2927.615,738000,3714.6096,87765.2422,150007.7188,26385.0801,63428.0547,37032.918,75403.0859,26149.6895,32131.0508,1797.9407,50085.0156,47389.2852,11Y_week14,2011-04-04
11Y_week15,12.8586,175951.0938,29367.4609,23107.6621,47158.0547,377904.625,87397.6797,0.0215,308281.6563,110326.9063,62041.9492,41217.5664,187505.5313,48706.2656,83137.7656,34407.1523,138172.9063,419609.7813,42550.2188,76810.5859,96873.8203,373220.8438,38324.0156,31552.7559,421454.8438,15934.2607,364613.0313,162737.1563,14158.1152,394539.7813,135856.3281,167810.7656,6433.3281,20978.8828,30679.4238,19010.5,363089.2188,5132.3062,117942.2734,359204,54446.2109,42349.3906,73341.1719,33894.3242,80215.0078,106760.7266,249027.2344,222920.9375,33249.6133,106000,23800,31903.4883,74971.2734,65847.25,397173.25,49674.625,13792.5,13799.2529,138182.8906,62513.7734,44658.0898,37070.2813,112879.1328,154360.9375,10663.123,38845.2227,23735.2148,57334.9492,33400.5664,2839.1001,842399.9375,11450,40014.7891,10999.4365,122453.4375,114990.1328,11934.5293,29500,12517.9238,112500.2031,12545.248,643139.25,193554,68915.7813,44008.3125,70828.25,367072.25,498814.4688,119710.8281,98529.1328,112496.2813,26681.7129,4263.5269,112074.0938,70816.2344,218751.5781,111327.2109,14750,12646.1797,9560,92203.1484,34978.957,141255.625,10947.4678,1317084.625,13194.8369,31159.6426,26627.7578,12310.7529,586.9193,60187.3828,71899.5625,7640.8218,11134.3223,13647.9316,10385.3262,9450,41394.75,40671.207,160807.4531,7813.2778,21008.3594,618.6767,55332.0078,137901.4375,37963.2188,46855.707,11529.2041,57369.3047,12311.5859,22052.4863,4558.7261,36033.1445,253306.9219,4062.9099,31635.5664,21079.748,4900.8892,78070.5703,43423.8672,109974.1328,54069.7383,25552.7676,52600,42450.0078,24257.4863,18176.8125,2516.9568,2724.4402,8737.6221,72700,4126.0566,25284.4121,32577.3066,25951.4824,4411.2305,26830.6719,76934.4375,13561.9971,2997.7656,694500,3537.7273,84389.6484,150007.7188,27307.6348,62049.2031,40811.7813,75058.7109,25400.5156,34808.6211,1857.8744,51610.4531,48022.2539,11Y_week15,2011-04-11
11Y_week16,12.4703,193033.7656,31214.4688,22500.7051,44615.2109,374755.4375,85822.9531,0.0211,339435.3125,109979.9688,66246.7188,39855,184582.25,45715.5313,87247.2344,33706.8711,137254.8125,452702.0938,41705.3633,79033.1094,94066.1172,389755.9375,37219.7031,30500.998,405028.4063,16013.9316,354577.7813,176766.2031,13922.8008,412291.8125,129889.6719,179370.2031,6217.4448,20151.3125,28970.5957,19526.3008,346514.4375,5441.2739,114838.5234,375023.8125,57820.3555,41094.5938,72490.5625,33296.4375,77716.9609,103987.7188,270398.9688,217192.7969,32449.3398,103500,25100,29109.3281,77204.4453,65039.3242,420067.9688,53536.5195,13792.5,13576.3271,143479.0938,63603.4766,43879.1719,35682.3789,111400.3594,185143.8906,10710.9395,38791.6758,22526.291,53318.9375,34293.2852,3286.0754,849972.0625,10950,38807.0938,10467.2061,115650.3047,110623.4219,12170.0791,26900,12383.8027,110964.75,12447.6191,651788.5625,195848,66627.7188,47322.7461,75526.5,362082.5625,517146.0938,117847.625,101144.9531,105523.3594,25414.7051,4638.7173,130024.1406,68831.5703,216519.4219,109109.3281,14350,13916.8525,9540,88284.5234,36553.5469,142473.7031,10697.6729,1463537.25,14303.3457,30781.9492,26199.8105,13071.2627,567.9865,54136.8047,76370.4609,8153.3159,14956.8037,13551.8203,9873.9268,9940,41797.5117,41453.3398,175215.0625,7997.2275,21127.5,549.2165,54403.625,145408.9375,37097.4648,51823.957,,53558.4648,12064.3643,19946.1074,4798.6582,35213.1914,269226.4063,4606.3501,36026.1055,21033.625,4706.4102,78070.5703,43379.4219,120489.5938,57354.7656,25371.8652,52000,39464.2266,23278.498,19710.916,2622.2285,2777.342,8941.0371,71200,3998.5852,25314.5508,35030.8789,28210.1367,4348.3257,27663.6523,77021.8594,12832.8574,3039.856,669750,3456.0857,84811.6016,148640.9063,29198.875,61178.3242,45110.2461,71615.7031,25364.8379,34217.9648,1830.635,51271.4648,43907.3984,11Y_week16,2011-04-18
11Y_week17,12.7867,210116.4063,33661.7578,22717.4766,46926.9336,371606.2188,86610.3281,0.0209,358034.5313,111020.8281,69078.5078,40067.9023,183329.4375,46655.4766,83374.8594,38188.6719,144140.5,493295.2188,44700.7813,88278.8281,99682.1953,402984,35624.5625,30824.6172,441166.5625,16611.4688,359261.5313,181910.1875,14275.7754,432262.9063,133102.4844,202489.0156,6217.4448,20192.6914,29487.2129,20017.5,338227.4375,5458.439,122597.8672,404802.4063,60811.0547,43447.3398,76365.5391,31456.8828,74848.8281,105836.3984,273651.1875,216715.4531,33213.2461,107000,25550,27607.9863,80554.2266,69887.0078,440474.0938,57549.8633,13385.5068,12862.9424,145886.4531,62810.9375,44138.8086,35727.1484,113864.9688,209681.0313,10854.3896,42539.668,21841.2363,54515.1953,33772.543,3464.0356,874581.4375,11150,43637.8672,10822.0264,114375.0234,114019.7578,12091.5615,28350,12249.6826,107892.8828,11861.8506,693799.625,194701,64431.207,49992.6992,77919.9531,386316.7188,599156.25,125300.4609,106376.5859,108777.4063,25712.8281,4700.1108,124332.4375,68560.9297,211608.6719,106891.4453,18800,14552.1875,9680,89898.0781,43639.3906,143690.7969,10739.334,1592178.25,13445.1455,34653.2969,27293.4512,15305.2588,562.0696,54667.4922,75275.5391,8097.4063,16717.332,12975.1465,9637.8975,9700,40991.9961,43477.6992,179397.9219,8803.085,21405.4922,552.4489,58024.3398,152916.4688,36707.8828,54565.0547,,52172.75,11767.7002,20633.9043,4706.9214,34695.4063,280931.8438,4430.3799,38770.1953,20987.4961,4558.603,74857.7813,45335.0547,122242.1719,54780.0156,24829.1484,53000,37906.4297,23169.748,21291.5039,2765.7813,2852.2861,8414.0068,72300,3991.8765,25314.5508,34894.543,29224.2246,4474.1357,30864.0449,80868.5938,13513.3887,2965.0283,558000,3524.1147,84305.2734,147274.125,29521.7656,59726.875,45535.3711,70238.4219,25186.4668,35477.9727,1830.635,52542.6602,43590.8633,11Y_week17,2011-04-25
11Y_week18,13.4052,217376.5,31953.2715,22630.7656,50509.9922,373180.8125,85997.9375,0.0221,340365.25,113449.3828,66332.5391,44453.6563,195022.4219,48620.8203,86931.1172,36928.1602,144140.5,476528.5,50845.2109,89790.1484,97809.625,402511.5938,36892.4883,31795.4727,468387.4375,16810.6445,359930.25,184248.375,16040.6367,374568.6563,124840.9688,185349.1875,6398.7861,20565.0977,28891.1133,20680.6992,398828.625,5578.5938,118718.1875,362461,66485.7266,41957.2695,77688.7188,33664.3359,84100.8516,96593.0313,255531.6719,236764,34886.625,103000,27250,28233.5449,70425.1328,73926.6719,463368.7813,61184.5977,12390.6377,14579.4834,160330.6719,69151.4609,45783.1953,38055.2344,105485.2969,190051.2969,10997.8379,43128.6367,23211.3496,54515.1953,32954.2813,3534.3882,891618.8125,11650,40497.8672,10600.2637,119052.2656,121782.8125,12484.1426,30300,12517.9238,110580.1797,12691.6904,710480.4375,187532,64065.1211,44928.9883,71892.0234,381327.0625,600121.0625,124834.6484,105068.6719,119004.3359,27128.8945,4857.0044,125208.3047,72349.8203,222323.0313,115318.4453,18550,16034.6982,10600,88054.0156,41952.3047,143690.7969,10447.9658,1474422.25,13230.5957,34700.5078,26294.9102,16968.877,555.562,55835.1953,77739.1016,8106.7251,15448.5146,13359.5938,10109.958,9760,40186.4766,39659.0273,183116.0313,9635.2256,19737.5332,554.8691,59881.125,148570,39824.5898,53965.4414,,54043.4648,10531.5967,20247.0176,4749.2627,35040.5977,313707.3125,4021.5,39515.0391,20526.2344,4690.8481,77106.7266,47112.8984,124432.875,56999.625,24829.1484,53800,37257.3438,21755.5957,20919.6016,2765.7813,2883.1458,8469.4834,78200,4052.2571,24410.4727,36030.4844,26596.8086,4442.6841,26742.9902,80169.1797,12784.248,2904.2314,462000,3415.2612,90296.9297,141806.8281,29198.875,59364.0234,42748.4531,74714.4375,25650.2383,36580.5117,1808.8387,53474.8672,50192.7969,11Y_week18,2011-05-02
11Y_week19,12.8155,203710.375,30752.7148,25015.2344,48082.7422,369244.3125,85560.4922,0.0217,320836.0938,114837.1406,63929.8008,43005.9258,184999.8594,47509.9727,85587.6484,37114.9023,136795.75,445642.4375,49693.1289,81522.3438,99213.8125,380307.3438,35256.4648,32078.6387,449614.4063,15934.2607,322799.8438,173960.3906,14824.8428,336401.7188,122546.0938,174985.5781,6303.7983,20689.2324,28573.1953,20631.5996,355320.1875,5441.2739,108243.0547,348502.3125,61577.9063,41173.0195,74664.3281,35227.9961,76329.1484,94744.3594,245775.0156,231990.5313,31176.0977,100000,25650,29526.3652,68032.4297,66493.6563,409118.3125,57322.6992,12119.3105,14111.3271,152145.625,68557.0313,45004.2773,33622.9219,99570.2344,190051.2969,10902.2051,41227.8711,22042.7207,55626.0078,32321.9277,3443.3418,780876.375,11100,38726.6406,10289.7949,122453.4375,112079,13112.2764,28950,12339.0977,105204.6641,12545.248,661673.5,190400,62600.7813,42212.9883,68966.6953,367072.25,547055.625,120176.6328,96349.2891,120398.9297,26681.7129,4584.145,123019.125,68741.3594,229019.5156,105560.7188,18500,15853.1748,10200,83213.3516,38971.7266,136385.2656,10323.0684,1412081,12819.375,34417.2422,27864.0488,17016.4082,543.729,53818.2969,73815.6641,8125.3618,16590.5352,12855.0068,10149.2959,9430,39828.4648,37174.582,171961.7344,9022.0645,18466.7051,552.4489,56724.5938,138691.6875,39218.5625,49768.125,10946.0146,60002.1328,11273.2588,19688.1855,4586.96,35472.1289,295446.7188,3938.6899,39907.0859,20480.1113,4535.2617,74857.7813,47735.1484,115670.0078,53181.8906,24467.3398,51200,32930.1367,20595.3027,20222.2832,2631.7991,2909.5962,7923.9595,74600,4065.675,23867.9727,35439.793,26181.9551,4474.1357,24901.6699,78508.1016,12346.7637,2899.5547,463500,3320.0208,88187.1953,143173.625,29014.3613,57114.2813,41000.7305,72304.3438,25079.4375,35320.5039,1841.5275,53644.3594,44540.4688,11Y_week19,2011-05-09
11Y_week20,12.9593,191325.4688,31768.5742,23974.7402,46348.9766,360190.3438,84860.625,0.0213,309676.5938,113796.3438,60325.707,40195.6406,176647.75,45971.875,91198.6484,36134.5117,136336.7188,434170.4063,48310.6289,85167.2813,106702.1875,406291.0938,29857.5566,31269.5938,479651.3125,16890.3184,305071.25,179104.4063,14197.3359,324419.0313,117497.375,170600.9844,6312.4331,21103.0176,28295.0078,22326.3008,343924.4063,4891.9976,107467.125,366183.3438,57897.0352,40624.043,72963.1172,31824.7734,74478.75,100290.3828,259248.5,230558.5156,31758.0762,98800,27700,27357.7637,66676.5625,65039.3242,421561.0938,55732.5117,12209.7539,12885.251,162256.5781,65882.1484,43965.7148,31518.6914,106471.1406,200312.2813,11380.373,40906.6172,21035.2852,52977.1445,30648.2441,3633.7151,717459.75,10150,36955.3281,9757.5654,121178.1875,100919.6094,13583.3799,27650,12517.9238,101365.5469,12301.1777,667233.75,178356,62234.6914,42166.957,67814.2891,362082.5625,521970.2813,115518.625,93733.4688,124582.6641,26942.5703,4993.4434,124332.4375,66576.2813,215180.1563,101125.8984,16400,15701.874,9410,80677.7578,37228.4336,133645.0938,10114.9355,1308178.75,13463.0244,34653.2969,28529.7402,17206.5371,544.9119,50315.3945,73633.1641,8069.4536,16146.3711,13527.792,10188.6338,9090,40454.9766,40487.1719,183116.0313,10073.1641,18466.7051,545.9843,54682.1406,134345.2344,40084.3164,54479.3984,10990.874,63535.7695,11322.7031,19645.1973,4495.2139,34824.7813,300597.1563,4005.97,38887.8008,22140.6563,4566.3843,70681.1641,48890.7422,116546.2891,53537.0313,23381.9141,49650,32973.3945,20812.8828,18781.1563,2650.9392,2922.8218,7896.2217,73000,4025.4211,24018.668,33531.4688,23600.6367,4332.5991,25471.6016,79557.2109,12006.499,2796.6672,435000,3292.8018,86077.4453,142831.9375,27907.2949,57332.0039,40197.7148,71959.9766,24365.9414,30319.6836,1885.1138,52627.4102,43681.2695,11Y_week20,2011-05-16
11Y_week21,12.5566,194742.0156,28490.1289,26012.373,43690.6133,351923.75,82323.5547,0.0204,315256.3125,116571.8438,59295.9648,40664.0273,173724.4688,44604.6875,96414.5391,34080.3555,136336.7188,427552,48080.2188,80544.4375,95938,409125.625,31207.2852,31107.7832,457123.6563,16292.7852,295036,172089.8594,14471.8711,311548.8125,119333.2578,163426.1719,6053.3735,21640.9375,28612.9336,21957.9004,336155.5,4814.7549,105527.2969,354551.0625,58280.4492,40937.7461,72207.0313,34170.2227,70962.9766,92156.2266,234159.9219,226262.375,30812.2363,89300,26400,26356.8711,67872.9219,60110.8711,405634.3438,55808.2227,12571.5244,12171.8643,159849.2031,64891.3945,44138.8086,28429.5039,99570.2344,205665.875,12001.9893,40397.9609,19906.9551,50840.9727,30164.6602,3555.082,766678.625,9720,36109.9453,9535.8008,114800.3828,96941.0391,13936.7012,25450,12517.9238,102517.3672,12691.6904,665998.125,176349,57658.6133,40878.0117,68523.4453,386316.7188,474211.4063,119710.8281,95041.3672,124117.8125,26793.5078,4775.1465,124769.8984,64140.5625,221876.5938,92254.9531,15550,16216.2256,9130,80216.75,36328.6406,135471.2344,10406.3037,1547648.75,13588.1797,37958.1133,26865.5039,15495.3867,541.3621,51589.1328,81115.1094,8153.3159,17764.1582,14032.3809,9716.5732,7930,40365.4766,41039.2695,176609.3594,9503.8242,18228.4258,546.791,47904.8984,129208.5078,38093.0859,47883.6211,11484.3438,52727.0547,10136.0439,18785.4512,4304.687,35299.5391,316516.5938,3560.8601,40142.2813,22786.4277,4239.6519,64191.3516,48446.2773,117422.5859,53714.6016,23608.0449,48850,31934.873,20305.252,18874.1289,2588.7329,2865.5115,7156.5288,73500,4012.0029,25163.8574,33349.7773,20973.2207,4206.7891,23981.0098,82267.3984,10839.876,2773.2839,394500,3102.3132,85655.4922,141123.4219,26707.9707,56388.5664,40103.2461,60529.0664,23830.8203,30280.293,1803.3898,53390.1172,40109.0742,11Y_week21,2011-05-23
11Y_week22,12.7148,212678.7656,27243.4004,25362.0664,43575.0039,339720.4063,77249.4141,0.0203,343620.0938,111020.8281,64015.625,40451.1211,174142.0781,43493.8359,97441.8906,33613.5,141386.2344,450054.75,48771.4648,77432.8906,90790.2109,401094.3125,32066.1914,30379.6426,466510.1563,16571.6348,305071.25,166010.5781,14471.8711,344390.1563,104646.0938,179370.2031,6096.5498,21558.1816,29089.8145,21589.5,325796.5938,4746.0957,116002.4063,350828.75,61271.1758,41643.5703,70127.7578,33388.4375,76144.1172,86332.9063,255531.6719,234854.625,32813.1094,88000,28900,26440.2773,72179.7891,62373.1367,435994.6875,58382.8359,13204.6211,12640.0186,171404.5625,62018.3945,42710.793,29459.2324,97499.9688,207004.25,12384.5225,42138.0977,20874.0938,49644.7188,29420.7754,3637.8552,772357.6875,9880,36271.0313,10023.6797,105871.3125,100919.6094,13622.6348,25000,13769.7158,100597.3516,13423.9043,696270.8125,186672,58390.7813,41108.1797,71626.0781,351197.875,436583.2188,120642.4375,95477.3594,132485.2969,26756.2461,4877.4688,127834.9609,65854.5781,221430.1719,99795.1719,16200,16095.1475,9120,78603.1953,35766.2461,147953.0781,10572.7744,1755453.25,14231.8311,40035.418,27721.3984,17301.5977,524.7956,49572.3398,92611.7422,9318.0762,18271.7227,13720.0156,9401.8672,8400,38709.6836,46376.2148,184510.2969,9591.4502,17950.4316,562.9472,47162.1914,136320.9063,40257.4648,54822.0352,11349.7607,50994.9375,9888.8232,18656.4863,3951.8379,34738.5273,320730.5938,3591.9199,44454.3984,24539.2266,4169.6436,55131.3125,46668.4336,118298.875,54247.3047,23201.0078,48500,31112.6992,21538.0156,18595.2012,2469.1057,3116.7952,6934.6221,74900,3924.7859,26037.7988,34213.0547,24568.6309,4104.5679,24463.2598,82005.125,10694.0479,2815.3743,503250,3075.1021,84305.2734,140098.3438,25923.8027,57332.0039,42276.0938,60047.0469,23438.3926,31264.7539,1776.1501,52881.6445,40018.5664,11Y_week22,2011-05-30
11Y_week23,12.4415,193460.8281,26504.5938,24451.6328,43806.125,344444.3125,81186.2422,0.0203,325950.875,107898.3438,60497.3359,41771.1055,187923.125,44348.3359,92858.2578,30812.373,139550.0313,435052.9063,49539.5195,72987.8438,85923.0391,403928.875,31043.6797,29934.6699,491853.7813,16252.9502,301057.1563,154787.3438,15099.375,345277.75,112448.6563,177377.2188,6191.5386,21930.5879,27619.4258,22473.6992,329421.6875,4677.436,111346.8125,352689.875,57820.3555,43447.3398,73624.7031,32422.6543,72998.4219,87257.2422,257854.7188,252993.7813,32231.043,119000,28450,27858.209,67474.1328,60434.0352,457893.9688,53839.4141,12390.6377,13175.0176,171404.5625,64098.8555,45869.7383,30668.043,96119.7813,210573.2813,13053.9551,44413.6602,22244.209,47764.8789,29718.3691,3476.448,875528.0625,9590,36109.9453,10112.3848,101194.0938,109653.0313,14486.3174,23250,14127.3711,98293.6953,13228.6455,729014.6875,183231,50336.8828,43087.6328,66484.5859,309514.0938,422110.8438,118779.2266,95913.3125,125047.5234,24855.7305,4809.2534,127834.9609,66666.4844,226340.9219,102013.0625,17100,15641.3359,9410,79064.2031,38015.7227,150084.2188,11155.6006,1706965.375,16019.7471,39185.6055,27673.8496,17159.002,538.4036,48829.2813,91699.2969,9551.0273,16336.7529,13095.2881,9323.1904,7990,41663.2578,48032.5039,181721.7344,10511.1025,18228.4258,571.8321,49111.8047,130393.9063,41902.3906,55079.0117,11888.0898,52519.2539,9987.7109,17409.8555,3704.8523,32235.6543,341800.4375,3483.23,43513.6133,25369.5059,4356.3433,48127.4531,44979.4805,116984.4453,53004.3242,22341.7129,46900,29425.082,21392.9902,19896.8633,2560.0225,3341.6277,7212.0063,68500,3757.0598,27514.5176,35666.9297,23139.6875,4230.3789,23279.5547,83841.0547,10062.126,2848.1111,622500,2966.2483,86077.4453,138048.1094,25693.1602,57186.8516,42653.9805,61975.1211,23117.3223,32012.8887,1634.4928,53390.1172,40742.0469,11Y_week23,2011-06-09
